canonical_name,category,natural_source,flavour_molecule_count,source_coverage,quality_score,analysis_status,analysis_notes,metadata
pear brandy,beverage alcoholic,pear,64,3,0.323,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
scallop,seafood,mollusca,41,3,0.323,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":375,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
wort,beverage,barley,63,3,0.323,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
mung beans,unknown,,,2,0.322,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":34,""world_recipe_count"":1,""usda_exact_name_matches"":29},""seed_version"":""v1""}"
vanilla beans,unknown,,,2,0.321,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":167,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
cocktail,beverage,,2,3,0.320,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":91,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":11},""seed_version"":""v1""}"
colocasia,vegetable,araceae,59,3,0.320,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":23,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
pizza dough,unknown,,,2,0.320,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":1},""signals"":{""culinary_alias_count"":6,""kaggle_recipe_count"":0,""world_recipe_count"":1,""usda_exact_name_matches"":35},""seed_version"":""v1""}"
yellow split peas,unknown,,,2,0.320,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":26,""world_recipe_count"":1,""usda_exact_name_matches"":30},""seed_version"":""v1""}"
citrus,essential oil,,57,3,0.319,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":2,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
shredded coconut,unknown,,,2,0.319,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":41,""world_recipe_count"":0,""usda_exact_name_matches"":27},""seed_version"":""v1""}"
citrus peel oil,essential oil,citrus,57,3,0.318,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
grape,beverage alcoholic,vitis,5,3,0.318,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":322,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
tabasco pepper sauce,unknown,,,2,0.318,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":184,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
wholewheat bread,bakery,wheat,58,3,0.318,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
hibiscus,herb,,114,2,0.317,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":2,""world_recipe_count"":0,""usda_exact_name_matches"":10},""seed_version"":""v1""}"
milk powder,dairy,cattle,24,3,0.317,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":58,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
fruit salad,dish,fruits,2,3,0.316,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":11},""seed_version"":""v1""}"
grated lemon peel,unknown,,,2,0.316,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":181,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
mango chutney,unknown,,,2,0.316,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":58,""world_recipe_count"":0,""usda_exact_name_matches"":23},""seed_version"":""v1""}"
whole grain mustard,unknown,,,2,0.316,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":42,""world_recipe_count"":0,""usda_exact_name_matches"":26},""seed_version"":""v1""}"
mountain papaya,fruit,vasconcellea,54,3,0.315,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
armagnac brandy,beverage alcoholic,vitis vinifera,51,3,0.314,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":35,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
crabmeat,unknown,,,2,0.314,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":374,""kaggle_recipe_count"":79,""world_recipe_count"":0,""usda_exact_name_matches"":14},""seed_version"":""v1""}"
hot dog,dish,,2,3,0.314,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":120,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
ice,unknown,,,2,0.314,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":699,""kaggle_recipe_count"":111,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
raspberry brandy,beverage alcoholic,rubus idaeus,52,3,0.314,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":9,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
thai basil,unknown,,,2,0.314,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":178,""world_recipe_count"":2,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
weinbrand brandy,beverage alcoholic,vitis vinifera,53,3,0.314,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
anise brandy,beverage alcoholic,anise,51,3,0.313,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
cherry brandy,beverage alcoholic,prunus,52,3,0.313,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
kenaf,essential oil,hibiscus cannabinus,52,3,0.313,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
mate,beverage caffeinated,yerba mate,51,3,0.313,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
papaya brandy,beverage alcoholic,papaya,51,3,0.313,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
oyster,seafood,mollusca,29,3,0.312,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":359,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
cornstarch,unknown,,,2,0.311,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":1},""signals"":{""culinary_alias_count"":1334,""kaggle_recipe_count"":0,""world_recipe_count"":3,""usda_exact_name_matches"":16},""seed_version"":""v1""}"
mastic gum,essential oil,pistacia lentiscus,49,3,0.311,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
safflower oil,unknown,,,2,0.311,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":36,""world_recipe_count"":0,""usda_exact_name_matches"":26},""seed_version"":""v1""}"
dried rosemary,unknown,,,2,0.310,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":173,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
baby spinach leaves,unknown,,,2,0.309,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":103,""world_recipe_count"":0,""usda_exact_name_matches"":13},""seed_version"":""v1""}"
chinese quince,fruit,pseudocydonia,45,3,0.308,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
lavendar,flower,lavandula angustifolia,46,3,0.308,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
simple syrup,unknown,,,2,0.308,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":42,""world_recipe_count"":0,""usda_exact_name_matches"":24},""seed_version"":""v1""}"
tobacco,plant,nicotiana,46,3,0.308,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
meatball,dish,,3,3,0.307,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":49,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":8},""seed_version"":""v1""}"
clary sage,essential oil,salvia,43,3,0.306,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
citrus fruits,fruit citrus,citrus,42,3,0.305,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
crispbread,cereal,rye,23,3,0.305,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
liqourice,herb,glycyrrhiza glabra,42,3,0.305,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
mentha oil,essential oil,mentha spicata l.,42,3,0.305,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
crawfish,seafood,crustacean,,2,0.304,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":1,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":118,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
